dz_mse,judge_accept,run_id,talk_vote_align,vill_vote_accuracy
0.020253173913043477,nan,S2_alpha0.3_seed1337_game0_aaa853fc,0.6478260869565218,0.35294117647058826
0.019476695652173914,nan,S2_alpha0.3_seed1337_game1_4ac0c076,0.6608695652173913,0.29411764705882354
0.02241442857142857,nan,S2_alpha0.3_seed1337_game2_78d38e31,0.5666666666666667,0.4666666666666667
0.017836914285714284,nan,S2_alpha0.3_seed1337_game3_dbdbb833,0.5857142857142857,0.36
0.01927489655172414,nan,S2_alpha0.3_seed1337_game4_9677436b,0.5793103448275863,0.23809523809523808
0.019499933333333334,nan,S2_alpha0.3_seed1337_game5_313a3df4,0.6933333333333334,0.42857142857142855
0.0219323125,nan,S2_alpha0.3_seed1337_game6_d532e0f2,0.690625,0.17391304347826086
0.021318814814814815,nan,S2_alpha0.3_seed1337_game7_c84d5f98,0.5925925925925926,0.2857142857142857
0.019082703703703702,nan,S2_alpha0.3_seed1337_game8_b40e82c5,0.725925925925926,0.42105263157894735
0.020457304347826086,nan,S2_alpha0.3_seed1337_game9_7416f1d6,0.6956521739130435,0.23529411764705882
0.020001772727272726,nan,S2_alpha0.3_seed1337_game10_50376a04,0.5909090909090909,0.3125
0.017125742857142856,nan,S2_alpha0.3_seed1337_game11_54dbd7fa,0.64,0.28
0.018831066666666667,nan,S2_alpha0.3_seed1337_game12_9bf25331,0.6733333333333333,0.22727272727272727
0.019631370370370372,nan,S2_alpha0.3_seed1337_game13_c2694727,0.6666666666666666,0.3684210526315789
0.018877285714285715,nan,S2_alpha0.3_seed1337_game14_d4c6ec27,0.6171428571428571,0.04
0.02358725,nan,S2_alpha0.3_seed1337_game15_79e3ee42,0.7,0.4117647058823529
0.017918793103448277,nan,S2_alpha0.3_seed1337_game16_ad3d3824,0.5896551724137931,0.23809523809523808
0.01908742857142857,nan,S2_alpha0.3_seed1337_game17_9b045715,0.6761904761904762,0.3333333333333333
0.02005755172413793,nan,S2_alpha0.3_seed1337_game18_1cc1b331,0.6310344827586207,0.09523809523809523
0.02034208695652174,nan,S2_alpha0.3_seed1337_game19_8f51d360,0.6782608695652174,0.17647058823529413
0.021988548387096775,nan,S2_alpha0.3_seed1337_game20_c2182982,0.6419354838709678,0.36363636363636365
0.023326291666666665,nan,S2_alpha0.3_seed1337_game21_d910be9b,0.5958333333333333,0.3333333333333333
0.019910241379310346,nan,S2_alpha0.3_seed1337_game22_9c20e112,0.6413793103448275,0.14285714285714285
0.020995312500000002,nan,S2_alpha0.3_seed1337_game23_1339fbb2,0.71875,0.3333333333333333
0.020458818181818182,nan,S2_alpha0.3_seed1337_game24_c9495969,0.6136363636363636,0.25
0.019495413793103447,nan,S2_alpha0.3_seed1337_game25_77734f1f,0.6,0.19047619047619047
0.018934166666666665,nan,S2_alpha0.3_seed1337_game26_3ced6f65,0.51,0.09090909090909091
0.018369966666666668,nan,S2_alpha0.3_seed1337_game27_6d9eb0cf,0.7066666666666667,0.3181818181818182
0.017842285714285713,nan,S2_alpha0.3_seed1337_game28_ec207305,0.5857142857142857,0.68
0.019361187499999998,nan,S2_alpha0.3_seed1337_game29_32b34020,0.509375,0.4583333333333333
0.02162253846153846,nan,S2_alpha0.3_seed1337_game30_e0cc6b10,0.6192307692307693,0.3684210526315789
0.020298074074074073,nan,S2_alpha0.3_seed1337_game31_511658db,0.5481481481481482,0.10526315789473684
0.017401314285714287,nan,S2_alpha0.3_seed1337_game32_1b4cba88,0.6371428571428571,0.52
0.02149625,nan,S2_alpha0.3_seed1337_game33_0770816a,0.6041666666666666,0.21052631578947367
0.019514344827586207,nan,S2_alpha0.3_seed1337_game34_8d03af1a,0.5896551724137931,0.2857142857142857
0.02013937037037037,nan,S2_alpha0.3_seed1337_game35_c5b2afa5,0.6296296296296297,0.2631578947368421
0.018141724137931033,nan,S2_alpha0.3_seed1337_game36_a16e6c56,0.6896551724137931,0.2857142857142857
0.019071,nan,S2_alpha0.3_seed1337_game37_9c1f0dd2,0.7035714285714285,0.36363636363636365
0.022925208333333332,nan,S2_alpha0.3_seed1337_game38_bd146497,0.6333333333333333,0.35294117647058826
0.01984732258064516,nan,S2_alpha0.3_seed1337_game39_26952689,0.6387096774193548,0.08
0.02229137037037037,nan,S2_alpha0.3_seed1337_game40_93413467,0.6592592592592592,0.15
0.01901455172413793,nan,S2_alpha0.3_seed1337_game41_53028ef8,0.6793103448275862,0.23809523809523808
0.017959285714285716,nan,S2_alpha0.3_seed1337_game42_ba468555,0.64,0.0
0.023143833333333332,nan,S2_alpha0.3_seed1337_game43_5ff1be80,0.6166666666666667,0.2222222222222222
0.02137575,nan,S2_alpha0.3_seed1337_game44_1164377d,0.609375,0.391304347826087
0.02346375,nan,S2_alpha0.3_seed1337_game45_8a55c916,0.5833333333333334,0.15789473684210525
0.019353333333333333,nan,S2_alpha0.3_seed1337_game46_3e108ccb,0.662962962962963,0.2631578947368421
0.020810387096774192,nan,S2_alpha0.3_seed1337_game47_35c12ace,0.6290322580645161,0.36363636363636365
0.01962537037037037,nan,S2_alpha0.3_seed1337_game48_b5ac0d39,0.6925925925925926,0.15789473684210525
0.024525416666666668,nan,S2_alpha0.3_seed1337_game49_44220fbd,0.6708333333333334,0.47058823529411764
0.02179509523809524,nan,S2_alpha0.3_seed1337_game50_6c3bd980,0.7142857142857143,0.06666666666666667
0.022925791666666667,nan,S2_alpha0.3_seed1337_game51_4eb9c5ba,0.5833333333333334,0.5294117647058824
0.022920142857142858,nan,S2_alpha0.3_seed1337_game52_ee7337ce,0.6714285714285715,0.26666666666666666
0.021768,nan,S2_alpha0.3_seed1337_game53_7cc147e4,0.5818181818181818,0.125
0.0193707027027027,nan,S2_alpha0.3_seed1337_game54_15a5b7af,0.6324324324324324,0.4074074074074074
0.019467657894736843,nan,S2_alpha0.3_seed1337_game55_d628b784,0.5736842105263158,0.6666666666666666
0.02076758064516129,nan,S2_alpha0.3_seed1337_game56_ae2c3e28,0.6064516129032258,0.18181818181818182
0.024224708333333334,nan,S2_alpha0.3_seed1337_game57_9dd844c2,0.7,0.3333333333333333
0.01831741379310345,nan,S2_alpha0.3_seed1337_game58_6562b715,0.6379310344827587,0.6363636363636364
0.02521075,nan,S2_alpha0.3_seed1337_game59_8aa7ddf3,0.6666666666666666,0.35294117647058826
0.017437514285714287,nan,S2_alpha0.3_seed1337_game60_a49b8233,0.6428571428571429,0.2
0.02042657894736842,nan,S2_alpha0.3_seed1337_game61_d0140952,0.6157894736842106,0.5185185185185185
0.019106142857142856,nan,S2_alpha0.3_seed1337_game62_1bfc091d,0.7214285714285714,0.4
0.022138142857142856,nan,S2_alpha0.3_seed1337_game63_79fc213b,0.5952380952380952,0.13333333333333333
0.018815148148148147,nan,S2_alpha0.3_seed1337_game64_020abf8f,0.662962962962963,0.5263157894736842
0.021062833333333333,nan,S2_alpha0.3_seed1337_game65_3ec424a2,0.6708333333333334,0.29411764705882354
0.018565266666666667,nan,S2_alpha0.3_seed1337_game66_1cee01b3,0.63,0.2727272727272727
0.017524457142857143,nan,S2_alpha0.3_seed1337_game67_b9db98a3,0.6171428571428571,0.48
0.01926862962962963,nan,S2_alpha0.3_seed1337_game68_21e63f4f,0.662962962962963,0.05263157894736842
0.021708296296296295,nan,S2_alpha0.3_seed1337_game69_7aa8e1b7,0.6296296296296297,0.2
0.022313653846153848,nan,S2_alpha0.3_seed1337_game70_848d5fce,0.5461538461538462,0.3684210526315789
0.019680655172413793,nan,S2_alpha0.3_seed1337_game71_72aa0742,0.6931034482758621,0.23809523809523808
0.020935714285714287,nan,S2_alpha0.3_seed1337_game72_e0e7569e,0.6476190476190476,0.4
0.021264037037037036,nan,S2_alpha0.3_seed1337_game73_a3c75305,0.6,0.10526315789473684
0.02423,nan,S2_alpha0.3_seed1337_game74_8b9bd813,0.6666666666666666,0.2777777777777778
0.019829117647058823,nan,S2_alpha0.3_seed1337_game75_94373880,0.5676470588235294,0.25925925925925924
0.023004285714285713,nan,S2_alpha0.3_seed1337_game76_f94ed896,0.6380952380952382,0.4666666666666667
0.024015083333333333,nan,S2_alpha0.3_seed1337_game77_762dc6fe,0.6166666666666667,0.2631578947368421
0.018338685714285714,nan,S2_alpha0.3_seed1337_game78_e2070105,0.6171428571428571,0.28
0.021278275862068964,nan,S2_alpha0.3_seed1337_game79_1c18df9b,0.6482758620689655,0.2608695652173913
0.02175890476190476,nan,S2_alpha0.3_seed1337_game80_49b0d4d9,0.7714285714285715,0.4375
0.019018217391304347,nan,S2_alpha0.3_seed1337_game81_62e617ef,0.6521739130434783,0.4444444444444444
0.020547526315789474,nan,S2_alpha0.3_seed1337_game82_8e91d849,0.6263157894736843,0.2962962962962963
0.023824375,nan,S2_alpha0.3_seed1337_game83_1eb5b7fe,0.6833333333333333,0.21052631578947367
0.02171046875,nan,S2_alpha0.3_seed1337_game84_0ed2f3a4,0.6625,0.17391304347826086
0.01988684375,nan,S2_alpha0.3_seed1337_game85_31c9746c,0.65,0.375
0.02198114285714286,nan,S2_alpha0.3_seed1337_game86_10dca820,0.5619047619047619,0.3333333333333333
0.025641166666666666,nan,S2_alpha0.3_seed1337_game87_afca5d58,0.6333333333333333,0.16666666666666666
0.0194513,nan,S2_alpha0.3_seed1337_game88_f7020642,0.67,0.22727272727272727
0.02032490909090909,nan,S2_alpha0.3_seed1337_game89_5fd61ea8,0.5681818181818182,0.375
0.02204777419354839,nan,S2_alpha0.3_seed1337_game90_cebdab3f,0.6387096774193548,0.09090909090909091
0.020355904761904763,nan,S2_alpha0.3_seed1337_game91_66f25d2d,0.5619047619047619,0.5
0.02148068181818182,nan,S2_alpha0.3_seed1337_game92_75546040,0.6454545454545455,0.125
0.02116153125,nan,S2_alpha0.3_seed1337_game93_2ad112ea,0.51875,0.2608695652173913
0.02150648148148148,nan,S2_alpha0.3_seed1337_game94_ec390bb7,0.5555555555555556,0.45
0.019966866666666666,nan,S2_alpha0.3_seed1337_game95_8015ac7b,0.65,0.045454545454545456
0.022443925925925926,nan,S2_alpha0.3_seed1337_game96_e910af98,0.5481481481481482,0.25
0.020518918918918917,nan,S2_alpha0.3_seed1337_game97_78ddb1c8,0.6756756756756757,0.5185185185185185
0.022225166666666667,nan,S2_alpha0.3_seed1337_game98_4945f7d8,0.5666666666666667,0.38095238095238093
0.021176827586206898,nan,S2_alpha0.3_seed1337_game99_7e6dee2c,0.6068965517241379,0.13043478260869565
0.022226666666666665,nan,S2_alpha0.3_seed1337_game100_86dedf83,0.5714285714285714,0.13333333333333333
0.019310642857142856,nan,S2_alpha0.3_seed1337_game101_1bf002e6,0.6428571428571429,0.3
