baseline,games_counted,villager_win_rate_mean,villager_win_rate_lo,villager_win_rate_hi,vote_accuracy_mean,vote_accuracy_lo,vote_accuracy_hi,judge_accept_mean,judge_accept_lo,judge_accept_hi,dz_mse_mean,dz_mse_lo,dz_mse_hi
B2_jepa_planner,30,0.16666666666666666,0.03333333333333333,0.3,0.30010969553513417,0.23834408242829297,0.36444207045391247,nan,nan,nan,43.51467828820554,43.172521401836214,43.86584493994203
B1_planner_social,30,0.26666666666666666,0.13333333333333333,0.43333333333333335,0.2863425925925926,0.2227941381230855,0.3558137966443888,nan,nan,nan,43.57037338432681,43.21293746801262,43.91601260096241
